,name,latitude,longitude,city
1002,Castel Condino,45.91632,10.602714,Trentino
1003,Bersone,45.944015,10.633505,Trentino
1004,Praso,45.949535,10.637414,Trentino
1005,Daone,45.947372,10.621183,Trentino
1006,Castelnuovo-Zanzibar,46.060202,11.490308,Trentino
1007,Carzano,46.069841,11.493612,Trentino
1008,Scurelle-Via Murazzo,46.069128,11.498022,Trentino
1009,Strigno-Loc.Colle,46.067463,11.516069,Trentino
1010,Spera,46.070412,11.508852,Trentino
1011,Strigno-Loc. Colle,46.067494,11.515868,Trentino
1012,Samone,46.081222,11.52194,Trentino
1013,Riva Del G.-Bivio Val Ledro,45.894755,10.842614,Trentino
1014,Pregasina Bivio,45.864433,10.812753,Trentino
1015,Pregasina,45.851215,10.824946,Trentino
1016,Biacesa,45.865049,10.805388,Trentino
1017,Prè,45.866332,10.788168,Trentino
1018,Barcesino,45.870892,10.781511,Trentino
1019,Molina di Ledro,45.871761,10.772215,Trentino
1020,Molina di Ledro-Lago,45.873682,10.766712,Trentino
1021,Mezzolago,45.881039,10.750446,Trentino
1022,Pieve di Ledro,45.889221,10.730941,Trentino
1023,Bezzecca-Vigili Del Fuoco,45.893203,10.723837,Trentino
1024,Bezzecca-Scuole,45.894713,10.720104,Trentino
1025,Locca,45.900292,10.72551,Trentino
1026,Enguiso,45.905794,10.729219,Trentino
1027,Lenzumo,45.912385,10.726404,Trentino
1028,Lenzumo-Bar Taverna,45.913164,10.72846,Trentino
1029,Enguiso,45.906,10.729023,Trentino
1030,Locca,45.900427,10.725553,Trentino
1031,Tiarno di Sotto-Bivio,45.893014,10.705842,Trentino
1032,Tiarno di Sotto,45.893419,10.68673,Trentino
1033,Tiarno di Sotto-Garage,45.892869,10.680696,Trentino
1034,Tiarno di Sopra-Cooperativa,45.891253,10.674897,Trentino
1035,Tiarno di Sopra,45.889929,10.671905,Trentino
1036,Tiarno di Sopra-Mariani,45.882517,10.666038,Trentino
1037,Ampola Agritur,45.875781,10.658551,Trentino
1038,Tremalzo Bivio,45.86406,10.645286,Trentino
1039,Storo Strada V.Di Ledro Civ.7,45.846511,10.582364,Trentino
1040,Tiarno di Sopra-Mariani,45.882639,10.666287,Trentino
1041,Tiarno di Sopra,45.890019,10.671908,Trentino
1042,Mezzolago,45.880745,10.750804,Trentino
1043,Molina di Ledro-Lago,45.873879,10.766534,Trentino
1044,Molina di Ledro,45.871873,10.771779,Trentino
1045,Barcesino,45.871071,10.779829,Trentino
1046,Biacesa,45.864938,10.80495,Trentino
1047,Tiarno di Sopra-Cooperativa,45.891119,10.674815,Trentino
1048,Padergnone Bivio,46.060261,10.992515,Trentino
1049,Calavino,46.045571,10.98281,Trentino
1050,Calavino-Via Battisti,46.04142,10.982351,Trentino
1051,Madruzzo Bivio,46.033912,10.981411,Trentino
1052,Lasino-Pizzeria 4 Stagioni,46.024861,10.981216,Trentino
1053,Lasino-Piazza,46.023488,10.983346,Trentino
1054,Stravino-Loc.Berlonga,46.007748,10.981169,Trentino
1055,Stravino,46.003193,10.98043,Trentino
1056,Cavedine-Telsar S.P.A.,45.997601,10.977439,Trentino
1057,Cavedine,45.99391,10.973345,Trentino
1058,Brusino,45.985835,10.975989,Trentino
1059,Cavedine-Loc.Mai,45.984137,10.977891,Trentino
1060,Vigo Cavedine Bivio,45.978039,10.97766,Trentino
1061,Vigo Cavedine,45.978967,10.981218,Trentino
1062,Vigo Cavedine Bivio,45.977948,10.977722,Trentino
1063,Masi di Vigo Cavedine-Bivio,45.972584,10.974058,Trentino
1064,Luch,45.96582,10.962326,Trentino
1065,Drena,45.971088,10.944496,Trentino
1066,Lavini di Dro,45.972772,10.934372,Trentino
1067,Centrale di Drena,45.967116,10.928189,Trentino
1068,Arco Via Capitelli,45.919118,10.880277,Trentino
1069,Arco Ospedale,45.918801,10.876024,Trentino
1070,Chiarano,45.918883,10.869411,Trentino
1071,Vigne,45.919723,10.865351,Trentino
1072,Varignano,45.918307,10.861654,Trentino
1073,Ceole-Madonna Grazie,45.913915,10.857781,Trentino
1074,Pasina Bivio,45.905638,10.851483,Trentino
1075,Arco Ospedale,45.918838,10.875973,Trentino
1076,Mattarello-Ex St.Vestimenta,46.000537,11.12617,Trentino
1077,Mattarello-Ss 12,46.010332,11.128948,Trentino
1078,Romagnano-Sp 131 Km 2,46.00935,11.119326,Trentino
1079,Romagnano-Sp131 Km 1,46.012418,11.106719,Trentino
1080,Romagnano-Cava Lonardi,46.007833,11.107917,Trentino
1081,Romagnano-Sp 90 Km 20,46.002046,11.104935,Trentino
1082,Aldeno-Maso Toricella,45.991309,11.097813,Trentino
1083,Aldeno-Cimitero,45.982519,11.09248,Trentino
1084,Aldeno,45.976959,11.091823,Trentino
1085,Trento-Via S.Severino Dif. 127,46.051021,11.111587,Trentino
1086,Ravina-Via Del Ponte,46.042891,11.111776,Trentino
1087,Ravina Bivio,46.037617,11.114121,Trentino
1088,Romagnano Bivio,46.014855,11.106838,Trentino
1089,Aldeno-Loc. Dossi,45.973211,11.085159,Trentino
1090,Aldeno-Loc. Ciausa,45.975689,11.083535,Trentino
1091,S. Giorgio di Cimone,45.975508,11.079655,Trentino
1092,Covelo di Cimone,45.979308,11.070636,Trentino
1093,Covelo-Fam Cooperativa,45.97846,11.06776,Trentino
1094,Cimone-Loc. Battistoni,45.977955,11.064836,Trentino
1095,Cimone,45.978318,11.066139,Trentino
1096,Cimone-Bivio Pietra,45.981119,11.068556,Trentino
1097,Cimoneri,45.984459,11.072221,Trentino
1098,Gazi,45.98325,11.075581,Trentino
1099,Garniga Terme-Loc. Zobbio,45.990055,11.08348,Trentino
1100,Garniga Terme,46.001406,11.085869,Trentino
1101,Garniga-Piazza Lago,46.004809,11.085837,Trentino
1102,Garniga Vecchia-Case di Sotto,46.012363,11.078789,Trentino
1103,Garniga Vecchia,46.013523,11.083561,Trentino
1104,Romagnano Bivio,46.016038,11.107802,Trentino
1105,Ravina Bivio,46.037512,11.114093,Trentino
1106,Trento-Tangenziale,46.047754,11.113561,Trentino
1107,Serso,46.074834,11.253089,Trentino
1108,Viarago Via Delle Miniere,46.082001,11.268848,Trentino
1109,Viarago,46.079812,11.262165,Trentino
1110,Trento V. S.Francesco,46.067015,11.126392,Trentino
1111,Trento Piazza Vicenza,46.062178,11.132901,Trentino
1112,Cernidor,46.047893,11.137539,Trentino
1113,S.Rocco,46.035389,11.145806,Trentino
1114,S.Rocco-Maso,46.026388,11.145845,Trentino
1115,Pianizza,46.017145,11.144854,Trentino
1116,Valsorda,46.007837,11.156881,Trentino
1117,"Valsorda ""Loc. Brusafer""",46.006315,11.16359,Trentino
1118,V.Vattaro Loc.Ca' De Ronc,46.006519,11.170405,Trentino
1119,V.Vattaro-Difr.Civ.10B,46.005904,11.19084,Trentino
1120,Vigolo Vattaro,46.003943,11.195916,Trentino
1121,Bosentino-Loc.Mandola,46.000373,11.216258,Trentino
1122,Bosentino,46.001471,11.223212,Trentino
1123,Bosentino-Loc.Mandola,46.000566,11.216059,Trentino
1124,V.Vattaro-Stab.Chindet,45.999035,11.205421,Trentino
1125,Vattaro,45.992589,11.218982,Trentino
1126,Vattaro-Civ.80,45.990024,11.21897,Trentino
1127,Campregheri Bivio,45.984609,11.232633,Trentino
1128,Pian Dei Pradi,45.979044,11.237366,Trentino
1129,Centa,45.969511,11.232839,Trentino
1130,Centa Bivio,45.967432,11.226831,Trentino
1131,Centa-Bivio M.Cioli,45.963372,11.220882,Trentino
1132,Menegoi,45.952789,11.214269,Trentino
1133,Fricca,45.949416,11.209038,Trentino
1134,Carbonare,45.93444,11.226632,Trentino
1135,Nosellari-Alb. Al Bivio,45.931382,11.244893,Trentino
1136,Nosellari,45.929511,11.249884,Trentino
1137,Dazio,45.928454,11.256432,Trentino
1138,Pra di Sopra,45.930932,11.250609,Trentino
1139,Lago di Lavarone,45.933982,11.255934,Trentino
1140,Lavarone-Hotel Du Lac,45.937155,11.255224,Trentino
1141,Lavarone Chiesa,45.941014,11.251665,Trentino
1142,Lanzino,45.947306,11.250759,Trentino
1143,Stengheli,45.949562,11.258656,Trentino
1144,Bertoldi,45.950405,11.263147,Trentino
1145,Azzolini,45.942712,11.265035,Trentino
1146,Gionghi,45.940721,11.269663,Trentino
1147,Lavarone Cappella,45.936709,11.275433,Trentino
1148,Gasperi,45.940597,11.276804,Trentino
1149,Casanova,45.941233,11.27966,Trentino
1150,Masetti Bivio,45.954258,11.294437,Trentino
1151,Monterovere,45.960662,11.29738,Trentino
1152,Luserna-Sp.9,45.924892,11.317931,Trentino
1153,Luserna,45.921654,11.32425,Trentino
1154,Nosellari,45.929642,11.249469,Trentino
1155,Nosellari-Alb. Al Bivio,45.931477,11.24482,Trentino
1156,Trento Via Milano,46.060801,11.12756,Trentino
1157,Maso Uez,45.97296,11.233212,Trentino
1158,S.Cristoforo-Ht.Meridiana,46.039519,11.242428,Trentino
1159,Ischia di Pergine,46.033155,11.24772,Trentino
1160,Alberè-Maso Roveri,46.031614,11.251896,Trentino
1161,Alberè di Tenna,46.029542,11.25565,Trentino
1162,Tenna-Bivio Pontara Serafini,46.023292,11.261977,Trentino
1163,Tenna-Sp 16 Al Km 4,46.017114,11.266267,Trentino
1164,Tenna,46.012781,11.266693,Trentino
1165,Rovereto Via Paoli,45.89115,11.039961,Trentino
1166,Rovereto Via Craffonara,45.886591,11.034167,Trentino
1167,Rovereto Via Calcinari,45.886539,11.044665,Trentino
1168,Rovereto-Ex Cartiera Ati,45.887115,11.05065,Trentino
1169,Rovereto-Rist. S.Colombano,45.88532,11.059866,Trentino
1170,Trattoria Genovesa,45.882615,11.062598,Trentino
1171,Toldo-Sp 50 Km 0.2 Balanzi,45.877319,11.065782,Trentino
1172,Toldo,45.875509,11.068765,Trentino
1173,Toldo-Loc. Auga,45.874366,11.069822,Trentino
1174,Moscheri,45.868419,11.073187,Trentino
1175,Clocchi,45.866543,11.07386,Trentino
1176,Barde,45.862599,11.075465,Trentino
1177,Vignala,45.861927,11.082474,Trentino
1178,Boccaldo,45.857706,11.085125,Trentino
1179,Boccaldo Alta,45.857139,11.088105,Trentino
1180,Giazzera Bivio,45.861604,11.087084,Trentino
1181,Pozza di Trambileno,45.863266,11.085268,Trentino
1182,Boccaldo Alta,45.857598,11.087985,Trentino
1183,Boccaldo R,45.857758,11.085256,Trentino
1184,Vanza Vn,45.854587,11.078516,Trentino
1185,Vanza,45.852887,11.077951,Trentino
1186,Vanza-Civ. 82,45.851556,11.077386,Trentino
1187,Vanza-Bivio Pozzacchio,45.846393,11.075714,Trentino
1188,Pozzacchio,45.834587,11.08296,Trentino
1189,Rovereto-Ospedale,45.881832,11.038061,Trentino
1190,Lizzana-Scuole,45.870015,11.030929,Trentino
1191,Lizzana,45.866873,11.03068,Trentino
1192,Lizzana-Rovercenter,45.864519,11.029205,Trentino
1193,Marco-Lavini,45.853419,11.014571,Trentino
1194,Marco-Officina,45.843877,11.008603,Trentino
1195,Marco,45.84183,11.007727,Trentino
1196,Marco-Via Varini,45.836853,11.010999,Trentino
1197,Marco-Zona Ind.Le,45.825549,11.01072,Trentino
1198,Serravalle,45.809259,11.014915,Trentino
1199,S.Margherita Via Trento/Vanga,45.800294,11.023362,Trentino
1200,S.Margherita,45.796906,11.024863,Trentino
1201,Marani-Loc.Cumer,45.785014,11.018627,Trentino
1202,Marani,45.780826,11.015698,Trentino
1203,Marani-Via Campagnole,45.773439,11.011444,Trentino
1204,Marani-Fabbrica Bvm,45.773678,11.012687,Trentino
1205,Marani-Centrale Elettrica,45.769788,11.010219,Trentino
1206,Pilcante Bivio,45.762313,11.004846,Trentino
1207,Ala Via Malfatti,45.758398,11.000745,Trentino
1208,Ala-Ospedale Bivio,45.75679,10.999016,Trentino
1209,Sdruzzinà-Loc.Campagnola,45.742707,10.980734,Trentino
1210,Sdruzzinà,45.740832,10.97728,Trentino
1211,Vò Sinistro,45.735022,10.959228,Trentino
1212,Sabbionara,45.740018,10.957603,Trentino
1213,Avio-Carabinieri,45.736954,10.9465,Trentino
1214,Avio,45.735489,10.942933,Trentino
1215,Avio-Cantina Sociale,45.732037,10.938469,Trentino
1216,Avio Via M.Baldo,45.731592,10.934435,Trentino
1217,Avio-Cantina Sociale,45.732198,10.939079,Trentino
1218,Avio-Zona Ind.Le,45.730364,10.939478,Trentino
1219,Avio-Loc.Dazio,45.711911,10.926737,Trentino
1220,Mama D'avio,45.704726,10.92175,Trentino
1221,Mama D'avio di Sotto,45.700607,10.918679,Trentino
1222,Borghetto,45.697001,10.925942,Trentino
1223,Borghetto-Cavalcaferr.,45.699086,10.928925,Trentino
1224,S.Leonardo,45.704662,10.93099,Trentino
1225,Masi D'avio,45.712332,10.936854,Trentino
1226,Rovereto-Via Cavour,45.887281,11.03455,Trentino
1227,Calliano-Bivio Folgaria,45.93318,11.096303,Trentino
1228,Dietrobeseno,45.927046,11.118482,Trentino
1229,Mezzomonte di Sotto,45.916957,11.134877,Trentino
1230,Mezzomonte,45.916422,11.138918,Trentino
1231,Peneri,45.918996,11.145345,Trentino
1232,Carpeneda,45.912806,11.156999,Trentino
1233,Folgaria-Ortofr.Bolognani,45.918965,11.157831,Trentino
1234,Folgaria Via 25 Aprile,45.918634,11.162219,Trentino
1235,Folgaria-Via Battisti,45.917297,11.166763,Trentino
1236,Costa-Hotel Garden,45.918748,11.186271,Trentino
1237,Costa di Folgaria,45.92018,11.188636,Trentino
1238,Bivio Nocchi,45.919068,11.198432,Trentino
1239,Passo Del Sommo,45.919567,11.205944,Trentino
1240,S.Sebastiano,45.925011,11.212054,Trentino
1241,S.Sebastiano-Sez.Cacciatori,45.925469,11.214884,Trentino
1242,Bivio Cueli,45.923765,11.216201,Trentino
1243,Morganti,45.92936,11.221269,Trentino
1244,Morganti,45.929175,11.22099,Trentino
1245,Costa-Difr.Garden Hotel,45.918768,11.186156,Trentino
1246,Costa di Folgaria,45.920369,11.189056,Trentino
1247,Calliano-Bivio Folgaria,45.933019,11.096718,Trentino
1248,Villa Lagarina-A22,45.914606,11.033871,Trentino
1249,Villa Lagarina-Carabinieri,45.916304,11.034062,Trentino
1250,Piazzo di Villa Lagarina,45.922241,11.033964,Trentino
1251,Pomarolo,45.926259,11.042603,Trentino
1252,Pomarolo-Chiesa,45.926406,11.045613,Trentino
1253,Chiusole,45.92542,11.053258,Trentino
1254,Nomi,45.928721,11.07232,Trentino
1255,Nomi-Casa di Riposo,45.927894,11.076198,Trentino
1256,Rovereto-Via Bellavista,45.89092,11.047004,Trentino
1257,Campolongo-Noriglio,45.887004,11.06381,Trentino
1258,Noriglio,45.884542,11.069557,Trentino
1259,Noriglio-Beccachè,45.882076,11.07179,Trentino
1260,Costa di Noriglio,45.884273,11.072988,Trentino
1261,Valgrande-Sp 3 Km 8,45.877091,11.105901,Trentino
1262,Valgrande,45.878839,11.111132,Trentino
1263,Valduga-Prima,45.876702,11.124249,Trentino
1264,Valduga,45.877809,11.129781,Trentino
1265,Pedrazzi,45.878153,11.14222,Trentino
1266,Peltreri,45.87874,11.148786,Trentino
1267,Piazza di Terragnolo,45.878929,11.152414,Trentino
1268,Dosso,45.877625,11.155663,Trentino
1269,Puechem,45.877318,11.15788,Trentino
1270,Camperi,45.87517,11.161044,Trentino
1271,Baisi-Prima,45.867057,11.180172,Trentino
1272,Baisi,45.867137,11.182107,Trentino
1273,Zoreri,45.866337,11.184369,Trentino
1274,Zoreri-Soldati,45.864869,11.190058,Trentino
1275,Costa di Terragnolo,45.880793,11.148053,Trentino
1276,Castello,45.880834,11.141525,Trentino
1277,Potrich Bivio,45.883305,11.123671,Trentino
1278,Scottini-Prima,45.884471,11.129211,Trentino
1279,Scottini,45.883891,11.135233,Trentino
1280,Serrada,45.890916,11.15407,Trentino
1281,Serrada-Bivio Fondogrande,45.896172,11.155746,Trentino
1282,Mezzaselva,45.906007,11.173587,Trentino
1283,Folgaria-Rotatoria,45.913039,11.178085,Trentino
1284,Serrada,45.89105,11.154036,Trentino
1285,Mori-Terranera,45.847885,10.983641,Trentino
1286,S.Cecilia,45.823141,10.998178,Trentino
1287,Chizzola-Cava Cipriani,45.81912,11.000155,Trentino
1288,Chizzola-Sp. 90 Km 16.8,45.817738,11.003964,Trentino
1289,Chizzola-Euromobili,45.813499,11.00831,Trentino
1290,Chizzola,45.809175,11.008766,Trentino
1291,Villetta,45.807112,11.009863,Trentino
1292,S.Lucia di Ala,45.797366,11.015411,Trentino
1293,Pilcante-Capitelli,45.772609,11.001559,Trentino
1294,Pilcante-Scuole,45.770486,11.001246,Trentino
1295,Pilcante,45.767191,11.000763,Trentino
1296,Campagnola,45.757938,10.992037,Trentino
1297,Sabbionara-Casello Autostr.,45.746871,10.976754,Trentino
1298,Cornè-Bivio Saccone,45.810938,10.980436,Trentino
1299,Cornè-Fam.Coop,45.807942,10.971565,Trentino
1300,Corne',45.807953,10.970914,Trentino
1301,Pilcante-Cave,45.778359,11.002674,Trentino
1302,Rovereto Via Dante,45.886463,11.040331,Trentino
1303,Rovereto-Viale Schio Civ. 19,45.883684,11.043474,Trentino
1304,Rovereto Via Zugna Civ. 13,45.884371,11.046557,Trentino
1305,Bivio Porte di Trambileno,45.88326,11.05131,Trentino
1306,Dosso-Loc. Brentegan,45.880223,11.051099,Trentino
1307,Sich,45.873858,11.058115,Trentino
1308,Albaredo,45.855995,11.061132,Trentino
1309,Foppiano,45.842063,11.06181,Trentino
1310,Zanolli,45.822793,11.07076,Trentino
1311,Matassone,45.815853,11.078228,Trentino
1312,Aste,45.790383,11.095311,Trentino
1313,Cumerlotti,45.787135,11.101381,Trentino
1314,Riva di Vallarsa,45.779571,11.105235,Trentino
1315,Bruni,45.776691,11.107622,Trentino
1316,Geche,45.769337,11.115938,Trentino
1317,Obra di Vallarsa,45.764916,11.116502,Trentino
1318,Ometto,45.759715,11.118826,Trentino
1319,Rovereto-S.Maria,45.883633,11.040798,Trentino
1320,Vanza Bivio,45.850946,11.07305,Trentino
1321,Pozzacchio Bivio,45.844984,11.074255,Trentino
1322,Valmorbia,45.818618,11.091657,Trentino
1323,Valmorbia-Bivio Dosso,45.816939,11.094621,Trentino
1324,Zocchio,45.809065,11.096514,Trentino
1325,Anghebeni-Fam.Coop,45.796466,11.105434,Trentino
1326,Arlanch,45.790988,11.102063,Trentino
1327,S.Anna di Vallarsa,45.794758,11.096736,Trentino
1328,Arlanch-Dir. Raossi,45.791126,11.101784,Trentino
1329,Anghebeni,45.794141,11.107315,Trentino
1330,Foxi,45.789794,11.111885,Trentino
1331,Foxi-Loc.Prugnele,45.787189,11.109189,Trentino
1332,Raossi-Loc.Corte,45.782482,11.114262,Trentino
1333,Raossi,45.782693,11.11868,Trentino
1334,Speccheri Bivio,45.781151,11.124398,Trentino
1335,Parrocchia di Vallarsa,45.776986,11.123301,Trentino
1336,Piano,45.773237,11.131267,Trentino
1337,Piano di Vallarsa,45.771494,11.135678,Trentino
1338,Streva,45.762477,11.161869,Trentino
1339,Pian Delle Fugazze,45.760391,11.172668,Trentino
1340,Spino,45.860265,11.074842,Trentino
1341,Speccheri,45.765509,11.129885,Trentino
1342,Camposilvano Ii,45.75824,11.144359,Trentino
1343,Camposilvano,45.760189,11.144106,Trentino
1344,Ronzo Chienis,45.891087,10.95184,Trentino
1345,Ronzo Chienis-Via Longa,45.888624,10.94874,Trentino
1346,Ronzo Chienis-Cons.Ortofrutta,45.886909,10.946661,Trentino
1347,Varano,45.881318,10.938411,Trentino
1348,Pannone,45.877265,10.934159,Trentino
1349,Manzano.,45.866524,10.953422,Trentino
1350,Nomesino,45.865456,10.962699,Trentino
1351,Manzano,45.866575,10.953604,Trentino
1352,Valle S.Felice,45.868988,10.938218,Trentino
1353,Loppio-Bivio,45.85577,10.932163,Trentino
1354,Tierno-Via G.Battisti,45.847789,10.978014,Trentino
1355,Tierno,45.845531,10.977542,Trentino
1356,Besagno,45.837659,10.969124,Trentino
1357,Castione,45.837801,10.953531,Trentino
1358,Brentonico-Ferramenta,45.81944,10.958236,Trentino
1359,Brentonico,45.817937,10.956111,Trentino
1360,Fontechel,45.816501,10.948273,Trentino
1361,Fontechel-Bivio S.Giacomo,45.814087,10.945967,Trentino
1362,Prada,45.801037,10.955918,Trentino
1363,Saccone-Loc. Al Bus,45.796067,10.965987,Trentino
1364,Saccone,45.795393,10.974288,Trentino
1365,Crosano Bivio,45.821313,10.967064,Trentino
1366,Brentonico-Mobil.Zoller,45.822387,10.962755,Trentino
1367,Sorne,45.808236,10.953403,Trentino
1368,Cazzano,45.816981,10.96931,Trentino
1369,Crosano-Via S.Biagio 25/27,45.818934,10.975082,Trentino
1370,Crosano-Fam. Coop.,45.820049,10.975654,Trentino
1371,Crosano-Via Mazzini,45.820614,10.970803,Trentino
1372,Cornè Loc. Gai,45.808687,10.967859,Trentino
1373,Lon .,46.084021,10.992621,Trentino
1374,Tesero-Via Mulini,46.296357,11.506056,Trentino
1375,Tesero-Loc. Pesa,46.305821,11.504982,Trentino
1376,Stava-Chiesetta,46.310266,11.505068,Trentino
1377,Stava,46.315423,11.503407,Trentino
1378,Varena-Via Alpini-Dir.Lavazè,46.307731,11.460131,Trentino
1379,Civezzano-Quadrivio,46.089186,11.185612,Trentino
1380,Rovereto-Fs Sud,45.890446,11.033968,Trentino
1381,Civezzano Scuola Media,46.09256,11.179562,Trentino
1382,Virti,45.945492,11.238622,Trentino
1383,Visintainer Bivio,46.032038,11.267094,Trentino
1384,Falesina,46.071005,11.277768,Trentino
1385,Ivano Fracena,46.057116,11.528159,Trentino
1386,Trento Via Bezzi,46.058467,11.119266,Trentino
1387,Loc. Lochere,45.989031,11.300997,Trentino
1388,Quaere,45.991114,11.303013,Trentino
1389,Lochere Bivio Quaere,45.991198,11.300214,Trentino
1390,Predazzo-Piscina Com.,46.311472,11.615514,Trentino
1391,Bedollo-Inc.Osvaldo/Martinati,46.165827,11.298946,Trentino
1392,Bedollo-Via S.Osvaldo 26,46.166498,11.300795,Trentino
1393,Bedollo-Inc.Via S.Osvaldo/Pec,46.168359,11.302232,Trentino
1394,Barcatta-Civico 31,46.251161,11.350424,Trentino
1395,S.Giuliana-Via Delle Fonti 2,45.989484,11.311517,Trentino
1396,Istituto S.Croce,46.162682,11.818531,Trentino
1397,Fiera di Primiero,46.172238,11.823735,Trentino
1398,Molaren,46.168003,11.820292,Trentino
1399,Mezzano-Casa Ina,46.156453,11.807981,Trentino
1400,Transacqua-Albergo Belvedere,46.177765,11.837156,Trentino
1401,Transacqua-Piazza S.Marco,46.174807,11.833415,Trentino
1402,Transacqua-Isolabella,46.175239,11.83161,Trentino
1403,Tonadico-3 Ponti,46.179987,11.837944,Trentino
1404,S.Caterina di Pergine,46.017256,11.227009,Trentino
1405,Torbole,45.87086,10.875737,Trentino
1406,Rocce Rosse,46.031915,11.045705,Trentino
1407,Rov. C.Rosmini Pt,45.891069,11.041275,Trentino
1408,Rovereto Via Vannetti,45.890246,11.035596,Trentino
1409,Rovereto C.Rosmini-Monumento,45.890843,11.043031,Trentino
1410,Cembra-Cimitero,46.174569,11.21754,Trentino
1411,Bosco-Maso Jobstraibizer,46.113246,11.179412,Trentino
1412,Arco-Svizzera,45.921146,10.891381,Trentino
1413,Arco Via S.Caterina,45.912518,10.875502,Trentino
1414,Hacleri,46.12446,11.339729,Trentino
1415,Calvola,45.92649,10.831528,Trentino
1416,Aldeno-Maso Canova,45.964223,11.092594,Trentino
1417,Valmesta Bivio Rif.Dismoni,46.222621,11.809215,Trentino
1418,Strigno-Via Roma,46.063335,11.523673,Trentino
1419,Roncogno-Maso Raot,46.067441,11.20997,Trentino
1420,Zivignago Al Ponte,46.072254,11.261132,Trentino
1421,Viarago Via Montegian,46.079286,11.259872,Trentino
1422,Passo Rolle-Albergo Venezia,46.296225,11.782401,Trentino
1423,Zava,46.042113,11.251014,Trentino
1424,Masetti-Paese,46.051335,11.248907,Trentino
1425,Ss.12 S.Ilario/Via Stroperi,45.912456,11.043863,Trentino
1426,Terlago Centro Sportivo,46.08896,11.047684,Trentino
1427,Vason-Sp85 Al Km 17,46.042742,11.061769,Trentino
1428,Terlago-Via Fies,46.099088,11.042561,Trentino
1429,S.Antonio di Mav.-Loc. Pozze,46.184054,10.776845,Trentino
1430,Cavrasto Itea,46.018632,10.818607,Trentino
1431,Balbido-Scuole,46.016039,10.815915,Trentino
1432,Ponte Arche Sp5 Civ. 1,46.03511,10.868132,Trentino
1433,Vigo Cavedine-Sp84,45.977989,10.976705,Trentino
1434,Luch-Bivio Con Via Del Ponte,45.969281,10.968596,Trentino
1435,Baselga Del Bondone,46.078318,11.04692,Trentino
1436,Besenello-Posta Vecchia,45.951254,11.108,Trentino
1437,Enguiso Via Del Bo' Civ. 2,45.909556,10.72893,Trentino
1438,Bezzecca-Eurospin,45.895356,10.715057,Trentino
1439,Tiarno di Sotto Loc. Degara,45.892988,10.690919,Trentino
1440,Lodrone-Hotel Castel Lodrone,45.830812,10.539371,Trentino
1441,"Ragoli ""Croce""",46.054689,10.781687,Trentino
1442,Bersone-Capolinea,45.946321,10.632473,Trentino
1443,Praso-Loc. Sevror,45.953885,10.641928,Trentino
1444,Molveno-Cimitero,46.141389,10.965584,Trentino
1445,Brione Case Itea,45.87961,10.859098,Trentino
1446,Brione H.Orchidea,45.884338,10.8628,Trentino
1447,S.Alessandro,45.888068,10.862061,Trentino
1448,S.Alessandro Via Rovigo,45.886951,10.858209,Trentino
1449,S.Alessandro Cartiera,45.887068,10.855454,Trentino
1450,S.Giorgio La Grotta,45.893713,10.860858,Trentino
1451,S.Giorgio,45.898583,10.867401,Trentino
1452,S.Giorgio Incr.V.Sabbioni,45.900713,10.870374,Trentino
1453,S.Giorgio Zona Artigianale,45.904913,10.874924,Trentino
1454,S.Giorgio Incr. Circonvall.,45.908115,10.877804,Trentino
1455,Arco Via Mantova 1,45.909906,10.879502,Trentino
1456,Arco Via Mantova 21,45.912913,10.882711,Trentino
1457,Arco Via Monache Poste,45.916064,10.884855,Trentino
1458,Varone Via Venezia/Sega,45.908162,10.845082,Trentino
1459,Varone Via Venezia/Ferrari,45.908903,10.841607,Trentino
1460,Riva V.Rovereto Vv.Ff.,45.884007,10.851074,Trentino
1461,Riva Del G.-Via D. Chiesa,45.888586,10.846173,Trentino
1462,Tione-Istituto,46.03481,10.728762,Trentino
1463,Ss. 240-Mariani,45.870231,11.016712,Trentino
1464,Obra di Vallarsa Civ. 13,45.76671,11.11441,Trentino
1465,Eremo di S. Colombano,45.878686,11.063384,Trentino
1466,Rovereto-Via Barattieri,45.896492,11.040686,Trentino
1467,Tione Ospedale Civile,46.043031,10.724961,Trentino
1468,Vignole,45.908947,10.901505,Trentino
1469,Massone Inc.Via Gazzoletti,45.916854,10.901285,Trentino
1470,Pianizza Ii,46.012192,11.147853,Trentino
1471,Vattaro-Maso Fosina,45.99704,11.21176,Trentino
1472,Ss.349 Al Km. 15,45.989044,11.222355,Trentino
1473,Cornè-Loc. Lodrone,45.805623,10.974984,Trentino
1474,Loc. Landrom Civ. 1,45.80513,10.940759,Trentino
1475,Loc.Cave di Corne'-Loc.Saiori,45.809262,10.981072,Trentino
1476,Loc.Cave Ii di Corne'-L.Cioni,45.808106,10.981855,Trentino
1477,Piantino,45.860712,10.937411,Trentino
1478,Valle S.Felice-Cimitero,45.867807,10.939938,Trentino
1479,Manzano-Bivio,45.864539,10.950028,Trentino
1480,Ronzo Chienis-Via Bordala,45.892389,10.95362,Trentino
1481,"Montagnaga ""Villa Alpina""",46.101491,11.236261,Trentino
1482,Passo Cereda-Maso Vaietta,46.197439,11.918306,Trentino
1483,Pergolese,46.026608,10.959249,Trentino
1484,Masi di Vigo Cavedine,45.965319,10.97362,Trentino
1485,Por,45.938516,10.648235,Trentino
