,name,latitude,longitude,city
2082,Maso Part-Magazzino S.O.R.,46.188422,11.106179,Trentino
2083,Maso Quadrifoglio,46.173867,11.105299,Trentino
2084,Loc. Ischia Civ. 4,46.173243,11.105457,Trentino
2085,Rovereto Via Halbherr,45.885043,11.037663,Trentino
2086,Seio Paese,46.418672,11.127108,Trentino
2087,Seio Centro Sportivo Verde,46.411722,11.11851,Trentino
2088,Malosco Segheria Fanti,46.430341,11.15185,Trentino
2089,Malosco H.Bucaneve,46.431886,11.150115,Trentino
2090,Castello di F. Nucleo Stazione,46.287191,11.421058,Trentino
2091,Egna-Parcheggio Rio Trodena,46.320861,11.274727,Trentino
2092,Mezzomonte di Sotto Al Km 5.6,45.919388,11.134854,Trentino
2093,Rovereto-Ospedale,45.881862,11.038384,Trentino
2094,Rovereto-Parco Ferrari.,45.877911,11.03333,Trentino
2095,Lizzana-Scuole,45.870101,11.031164,Trentino
2096,Lizzana,45.866459,11.029936,Trentino
2097,Lizzana-Rovercenter,45.864119,11.028965,Trentino
2098,Marco-Lavini,45.853899,11.015413,Trentino
2099,Marco Via Ii Novembre 30,45.847344,11.01148,Trentino
2100,Marco-Officina,45.843625,11.008525,Trentino
2101,Marco,45.841432,11.008356,Trentino
2102,Marco-Via Varini,45.837347,11.010321,Trentino
2103,Marco-Zona Ind.Le,45.825731,11.011087,Trentino
2104,Serravalle,45.809511,11.014712,Trentino
2105,Serravalle Via Trento/Vanga R,45.799946,11.023696,Trentino
2106,S.Margherita,45.797044,11.024942,Trentino
2107,S.Margherita-Via Trento,45.793543,11.022898,Trentino
2108,Marani-Loc.Cumer,45.785085,11.018484,Trentino
2109,Marani,45.781028,11.015975,Trentino
2110,Marani-Via Campagnole,45.77793,11.014551,Trentino
2111,Marani-Fabbrica Bvm,45.773563,11.012584,Trentino
2112,Marani-Centrale Elettrica,45.769911,11.010404,Trentino
2113,Pilcante Bivio,45.762,11.004719,Trentino
2114,Ala Via Malfatti,45.758259,11.000933,Trentino
2115,Ala-Ospedale Bivio,45.756481,10.999172,Trentino
2116,Sfruz-Via Smarano 16,46.339372,11.114517,Trentino
2117,S.Orsola Bivio Loc. Dosi,46.09357,11.283173,Trentino
2118,"Mezzolombardo ""Prema""",46.202919,11.098515,Trentino
2119,"M.Bardo""Colonna Vasellame""",46.200361,11.100582,Trentino
2120,Nave San Rocco-Municipio,46.16682,11.107207,Trentino
2121,Samone-S.P. 39 Al Km 1.4,46.079477,11.523477,Trentino
2122,Canal S.Bovo Loc.Al Lago,46.167105,11.710149,Trentino
2123,Tonadico-Madonna Della Luce,46.186459,11.850406,Trentino
2124,Siror-Bivio Loc. Zocaril,46.204417,11.81854,Trentino
2125,Palù Del F.-Loc.Tolar Civ. 70,46.129215,11.355261,Trentino
2126,Scancio di S.-Bivio Nord,46.193318,11.260215,Trentino
2127,Folgaria-Palasport,45.913508,11.173609,Trentino
2128,Olle-Via Per Olle Civ. 55,46.044315,11.460635,Trentino
2129,Fornaci Via Cimirlo 2/4,46.061773,11.227002,Trentino
2130,Merlonga,46.349288,11.110741,Trentino
2131,Smarano Via Schwarz,46.345071,11.111488,Trentino
2132,Ruffre'-Cimitero,46.414688,11.180434,Trentino
2133,Preore-Loc. Molina,46.047773,10.764532,Trentino
2134,Condino-Loc. Mon,45.865413,10.578113,Trentino
2135,Vigo di Fassa-Museo Ladino,46.423147,11.679961,Trentino
2136,Pra Da Lac,45.894612,10.962038,Trentino
2137,Sarnonico-Sc. Elementari,46.419829,11.138397,Trentino
2138,S.Cristoforo-Staz. Fs,46.039722,11.233883,Trentino
2139,Calceranica-Staz. Fs,46.007271,11.240533,Trentino
2140,Roncegno-Staz. Fs,46.036516,11.398669,Trentino
2141,Volano Ss 12,45.917129,11.056337,Trentino
2142,Borgo V. Centro-Staz. Fs,46.051282,11.454364,Trentino
2143,S.Chiara-Staz. Fs,46.054385,11.135437,Trentino
2144,Garniga T. Loc. Gatter,45.991139,11.08077,Trentino
2145,Cavalese-V.Matteotti Km.22,46.296023,11.455934,Trentino
2146,Roncegno-Municipio,46.050704,11.409638,Trentino
2147,Prade Via Villanuova 1,46.15707,11.742955,Trentino
2148,Sarnonico Via C.Battisti 3,46.423893,11.141536,Trentino
2149,Brez Via 4 Novembre 15,46.4294,11.102782,Trentino
2150,Maso Eccher,46.021359,11.217833,Trentino
2151,Campi,45.911134,10.811282,Trentino
2152,Doss,45.996896,10.840785,Trentino
2153,Tezze Via Nazionale,45.987389,11.674136,Trentino
2154,Pergine V. Via Dell'angi,46.049162,11.234419,Trentino
2155,Serso Centrale Idroelettrica,46.072715,11.247784,Trentino
2156,Virti-Bar Giardino,45.941443,11.232602,Trentino
2157,Cela-Aguai-Paese,46.301239,11.404066,Trentino
2158,Pergine V. Via Marconi 195,46.06762,11.250112,Trentino
2159,Lenzumo Via U.D'italia 2,45.909331,10.726551,Trentino
2160,Serravalle Via G.Cantore 21,45.806513,11.017319,Trentino
2161,Predazzo Via Fiamme Gialle,46.302856,11.592329,Trentino
2162,S.Michele Sp 58 Convitto,46.195559,11.134835,Trentino
2163,Fondo Via 4 Novembre,46.439969,11.132865,Trentino
2164,"Sfruz Via Smarano ""Segheria""",46.340769,11.112966,Trentino
2165,Tassullo Ss43 Cementificio,46.349409,11.055865,Trentino
2166,Levico Terme C.So Centrale 15,46.008564,11.30358,Trentino
2167,Pian Dei Pradi-Rotatoria,45.978338,11.236202,Trentino
2168,Ponte Arche-Via Prati 8,46.033789,10.870135,Trentino
2169,Ponte Arche-Via Ballino,46.031285,10.868635,Trentino
2170,Campo Lomaso-Inizio Paese,46.027169,10.868015,Trentino
2171,Fiave'-Bivio Cornelle,46.005605,10.832084,Trentino
2172,Stenico Loc. Cros Da Val,46.05174,10.864957,Trentino
2173,Stavel,46.276914,10.660406,Trentino
2174,Vigo di Ton Via S.Margherita,46.242209,11.062922,Trentino
2175,Bastianelli Sp 124 Km. 3.2,46.260386,11.084695,Trentino
2176,Egna-Parcheggio Rio Trodena,46.320854,11.274597,Trentino
2177,Moscheri Civ. 23/B,45.872263,11.071663,Trentino
2178,Castello di Fiemme Via Roma,46.285239,11.438516,Trentino
2179,Cazzano Via Degasperi/Peluso,45.819169,10.967005,Trentino
2180,Vigo di Fassa-Strada Neva,46.418313,11.676939,Trentino
2181,Biacesa-Via Nuova,45.865719,10.805985,Trentino
2182,Rovere' D/Luna-Trentinalatte,46.252439,11.184666,Trentino
2183,Cicona-Albergo Cima D'asta,46.160806,11.744048,Trentino
2184,Rovere' D/Luna-Campo Sportivo,46.248809,11.180106,Trentino
2185,Comano-Maso Maserac,46.018853,10.877558,Trentino
2186,Pera di Fassa-Seg.Vaiolet,46.438715,11.69308,Trentino
2187,Cazzano-Loc. Piazzoli 1,45.814436,10.963956,Trentino
2188,Folgaria Via N.Unite Civ. 38,45.913961,11.183375,Trentino
2189,Lamon,46.046759,11.748686,Trentino
2190,Lamon Bove,46.042919,11.748386,Trentino
2191,Lamon Bivio Piei,46.035409,11.749636,Trentino
2192,Pian Del Vescovo,46.034559,11.755315,Trentino
2193,Lamon-Distributore,46.031569,11.756636,Trentino
2194,Canal S.Bovo-Via Roma,46.156078,11.731742,Trentino
2195,Tomaselli Incr. Via Arcevenna,46.070405,11.524305,Trentino
2196,Santa Croce Sp 5,46.024787,10.836439,Trentino
2197,V.Cavedine-Via S.Udalrico,45.97525,10.974966,Trentino
2198,Fondo-Strada Delle Palade 46,46.441159,11.140416,Trentino
2199,"Rovereto ""Liceo Rosmini""",45.895066,11.043405,Trentino
2200,Castelfondo-Castello,46.449316,11.123783,Trentino
2201,Cavareno Via Roma Civ. 20,46.405819,11.135385,Trentino
2202,Rallo Via Nuova 103,46.341089,11.045505,Trentino
2203,S.Bartolameo-Staz. Fs,46.04746,11.135144,Trentino
2204,Pergine Vals. Susà V.Pomarol,46.054241,11.230616,Trentino
2205,Nosellari-Via Prati,45.928234,11.253482,Trentino
2206,Tonale-Colonia Vigili,46.252684,10.538939,Trentino
2207,Feltre Deposito,46.010369,11.881113,Trentino
2208,Cles-Via Ruatti Civ. 55,46.355999,11.030942,Trentino
2209,Cles-Via Ruatti Pal.Vittoria,46.359119,11.031135,Trentino
2210,Pergine V. Via Del Mani 5,46.067318,11.251302,Trentino
2211,Pergine-Via Spolverine,46.065207,11.247415,Trentino
2212,Pergine V. V.Baratieri Teatro,46.063957,11.242347,Trentino
2213,Pergine Via Padova,46.053711,11.242954,Trentino
2214,S.Cristoforo Al Lago-Fs,46.039761,11.234169,Trentino
2215,Valcanover-Chiesetta,46.023186,11.228449,Trentino
2216,Valcanover-Ortofrutta Eccher,46.030263,11.228346,Trentino
2217,Maso Tasin,46.027053,11.222157,Trentino
2218,Maso Posser,46.026159,11.219085,Trentino
2219,Maso Pergher,46.018408,11.221475,Trentino
2220,Maso Dolzer,46.029032,11.224058,Trentino
2221,Maso Begher,46.021652,11.221747,Trentino
2222,"Valcanover ""Ex Lanterna""",46.033104,11.229404,Trentino
2223,"Valcanover ""Casa Sociale""",46.025253,11.228623,Trentino
2224,Viarago Bivio Cittadella,46.085409,11.276135,Trentino
2225,Susa' Via Dei Ciliegi,46.047838,11.218764,Trentino
2226,Lavis-Staz. Fs,46.148219,11.096318,Trentino
2227,Mezzocorona-Trenitalia,46.207495,11.12848,Trentino
2228,Sorne-Stalla,45.810269,10.953963,Trentino
2229,Sorne-Troticoltura,45.806259,10.95215,Trentino
2230,Povo Via Mesiano,46.064943,11.141676,Trentino
2231,Campo Tassullo,46.331169,11.052564,Trentino
2232,Fraveggio Bivio Loc.Castin,46.077934,10.994303,Trentino
2233,Nomi-Sp 90 Tre.Cur.T.,45.935963,11.088315,Trentino
2234,Breguzzo-Loc. Fass Civ. 210,46.010732,10.701299,Trentino
2235,Brusago-Via D.Alighieri 12,46.178453,11.324661,Trentino
2236,Vervo'-Scuola Materna,46.307457,11.121379,Trentino
2237,Pergine Vals. Sc.Garbari,46.066252,11.229911,Trentino
2238,Folgaria Via Filzi 41,45.911217,11.180985,Trentino
2239,Malosco Via Fanch,46.434785,11.14238,Trentino
2240,Cembra Loc. Predole 23/2,46.169155,11.209921,Trentino
2241,Livo-Sp 6 Al Km 6,46.432701,11.019003,Trentino
2242,Pranzo-Ex Cabina Enel,45.921667,10.820717,Trentino
2243,Cagno'-Terrazza Dei Sapori,46.393653,11.034121,Trentino
2244,Segno-V.Nazionaletrentingrana,46.299073,11.069595,Trentino
2245,Zambana-Ss12-Rotatoria,46.152359,11.101228,Trentino
2246,Terres Loc. Tresenga,46.320236,11.014458,Trentino
2247,Villazzano Fs-P/Golfi Urbani,46.044756,11.139687,Trentino
2248,Pergine V. V.Marconi Riposo,46.064771,11.242574,Trentino
2249,Pergine V. Via Marconi Itea,46.066115,11.24656,Trentino
2250,Pergine V. Via Marconi Itea,46.06628,11.246851,Trentino
2251,Passo Cereda Ss 347 Km7.2,46.191937,11.896854,Trentino
2252,Malè Scuola Elementare,46.351617,10.915115,Trentino
2253,Rovereto-Ist. Veronesi,45.891286,11.034321,Trentino
2254,Tres Via Nazionale 33/24,46.32267,11.092413,Trentino
2255,Brustolotti,45.755971,11.016397,Trentino
2256,Muravalle,45.747909,11.038052,Trentino
2257,Ronchi di Ala,45.738933,11.065748,Trentino
2258,Calieri,45.742258,11.057553,Trentino
2259,Ala Via Perlè,45.758767,11.006905,Trentino
2260,Tassullo-Scuola Materna,46.334844,11.051883,Trentino
2261,Riva Del G Vle Dante Alighieri,45.886255,10.844524,Trentino
2262,Riva D/Garda Viale Dei Tigli 8,45.890465,10.843013,Trentino
2263,Arco Via Battisti 4,45.91838,10.882457,Trentino
2264,Brione Campeggio,45.88151,10.86179,Trentino
2265,Riva V.Rovereto/Pascoli 3,45.884956,10.849146,Trentino
2266,Arco Via Mantova Cimitero,45.911666,10.881379,Trentino
2267,Riva V.Rovereto/Pascoli,45.885012,10.849032,Trentino
2268,Riva V.Rovereto Dif. Coop,45.881612,10.854461,Trentino
2269,Brione Campeggio,45.881518,10.861894,Trentino
2270,Arco Via Mantova Dif.Cimitero,45.911737,10.881407,Trentino
2271,Riva D/Garda V.Le Dei Tigli 11,45.890638,10.842852,Trentino
2272,Pavillo Via De Le Bas Cere,46.329184,11.042759,Trentino
2273,Riva Del G Vle Dante Alighieri,45.886213,10.844355,Trentino
2274,Riva Del G. Via Oleandri 24,45.899534,10.844358,Trentino
2275,Vestone,45.708108,10.403518,Trentino
2276,Lavenone,45.738954,10.437544,Trentino
2277,Idro,45.734607,10.458101,Trentino
2278,Anfo,45.766238,10.492105,Trentino
2279,Loc. Ferri,45.740039,11.061804,Trentino
2280,Ala Via Fornace,45.757754,11.011793,Trentino
2281,Covelo Via Villa Bassa,46.098486,11.022226,Trentino
2282,Facendi V.S.Antonio-Capitello,46.221461,11.317776,Trentino
2283,Costasavina Via S.Martino,46.061224,11.220024,Trentino
2284,Costasavina Via S.Martino 27,46.060994,11.22445,Trentino
2285,Costasavina Via S.Martino 27,46.060819,11.224663,Trentino
2286,Coredo-Segheria Biasi,46.351546,11.098077,Trentino
2287,Trento Forte Bus De Vela,46.084939,11.070055,Trentino
2288,Cagno'-Via Nazionale 58,46.392655,11.044125,Trentino
2289,Denno Via Colle Verde,46.272809,11.048203,Trentino
2290,Aldeno-Maso Canova Sud,45.960076,11.092719,Trentino
2291,Chiesurone di Pilcante,45.787117,11.012142,Trentino
2292,Carpeneda-Acquedotto,45.916728,11.149956,Trentino
2293,Rovereto-Stazione Trenitalia,45.89182,11.034134,Trentino
2294,Serravalle Via G.Cantore 56,45.80669,11.017467,Trentino
2295,Carano Via Carano 79,46.290833,11.449054,Trentino
2296,Vestone-Loc. Capparola,45.714635,10.412932,Trentino
2297,Lavenone-Via Nazionale,45.724762,10.428776,Trentino
2298,Lavenone-Zona Industriale,45.731254,10.434314,Trentino
2299,Idro-Loc. Tre Capitelli,45.751513,10.479575,Trentino
2300,Anfo-S.P. Km. 50.7,45.788631,10.500409,Trentino
2301,Anfo-Locanda Loc. S.Antonio,45.799371,10.503631,Trentino
2302,"Loc. San Giacomo""Pizzeria""",45.80893,10.509783,Trentino
2303,Ponte Caffaro-Via Caduti,45.819868,10.524535,Trentino
2304,Ponte Caffaro-Via Caduti 214,45.825013,10.53016,Trentino
2305,Vaneze-Via Del Lavachel,46.055447,11.072391,Trentino
2306,Loc. San Giacomo,45.813052,10.515906,Trentino
2307,Taio Via Roma. 59 E 62,46.317107,11.06921,Trentino
2308,Taio Via Roma. 122,46.315062,11.069834,Trentino
2309,S.Barbara,45.896161,10.940913,Trentino
2310,Imer Via Meatoli,46.148669,11.796551,Trentino
2311,Villini Via Mendola 5,46.417827,11.195577,Trentino
2312,Gosaldo,46.221618,11.954564,Trentino
2313,Saresin,46.206661,11.938451,Trentino
2314,"Castelletto ""Ponte Rinassico""",46.247843,11.062192,Trentino
2315,Centa Fraz. Valle,45.964835,11.232625,Trentino
2316,Centa Fraz. Conci,45.974351,11.244432,Trentino
2317,Canale Via Delle Stonfe,46.048813,11.233384,Trentino
2318,Premione-Via Alla Closura,46.048034,10.871476,Trentino
2319,Predazzo-Loc. Fol,46.322332,11.597905,Trentino
2320,Preghena-Sp 68 Bivio,46.407458,11.011748,Trentino
2321,Croviana-Via Nazionale 174,46.341181,10.9003,Trentino
2322,Canè,46.119117,11.260802,Trentino
2323,Fiorè,46.120681,11.265435,Trentino
2324,Tres Via Nazionale 12,46.320661,11.093012,Trentino
2325,Romeno-Via S.Romedio,46.391671,11.117448,Trentino
2326,S.Martino di C.-Via Pezgaiard,46.259361,11.808822,Trentino
2327,Tezze-V. Masetto Vecchio,45.997901,11.668577,Trentino
2328,Mezzolombardo-Bivio Fai,46.223117,11.081663,Trentino
2329,Rovereto Via S.Giovanni Bosco,45.891524,11.041677,Trentino
2330,Campi Loc.Zumiani,45.91319,10.816146,Trentino
2331,Bordiana,46.387216,10.981975,Trentino
2332,Zencheri,45.881654,11.157533,Trentino
2333,Lamar-Ponte Avisio,46.13463,11.110898,Trentino
2334,Malgolo-Via Al Castello 6,46.384564,11.094843,Trentino
2335,Valda Via Centrale 25,46.210887,11.272475,Trentino
2336,Ronzone-Via 4 Novembre 44,46.418926,11.145805,Trentino
2337,Dovena-Via Roma Civ. 4,46.456546,11.127463,Trentino
2338,Dovena-Inizio Paese,46.457487,11.125247,Trentino
2339,Denno-Via Marconi 46,46.272566,11.05223,Trentino
2340,Garniga T.-V.Bagni di Fieno 1,45.999662,11.085765,Trentino
2341,Marce' Sp 222 Km 0.650,46.021054,10.822246,Trentino
2342,Nanno Via Bergamo 5,46.319385,11.046681,Trentino
2343,Tuenno V. 4 Ville 41,46.336658,11.028393,Trentino
2344,Trentino Trasporti,46.102234,11.094457,Trentino
2345,Civezzano-Maso Zandonà,46.08783,11.190616,Trentino
2346,Mezzomonte-Loc. Barco,45.9227,11.135806,Trentino
2347,Bivio Costa di Terragnolo,45.880854,11.147888,Trentino
2348,Rovere' Della Luna,46.248576,11.167963,Trentino
2349,Stedileri-Di Fronte Civ. 7,45.872788,11.165591,Trentino
2350,Nago Bivio Z.A.I. Mala,45.877839,10.898896,Trentino
2351,Imer Via Nazionale 144,46.149776,11.791401,Trentino
2352,Cicona Sp Km 2.4,46.160324,11.740889,Trentino
2353,Romagnano-Maso Bozza,45.997977,11.10156,Trentino
2354,Ca' Rossa-Bar Ristoro,45.854603,10.567038,Trentino
2355,Sopramonte-Via Belina,46.072241,11.06301,Trentino
2356,Sopramonte-Via Belina 11,46.070915,11.063181,Trentino
2357,Sopramonte-Bunaga,46.069391,11.057331,Trentino
2358,Nogarè V.Di S.Giuseppe,46.103968,11.211661,Trentino
2359,"Calliano Sp 49 ""Cimitero""",45.936861,11.098734,Trentino
2360,Lago di Terlago-Hotel Lillà,46.097411,11.058244,Trentino
2361,Lago di Terlago-Ponte,46.095602,11.055253,Trentino
2362,Salorno-Trenitalia,46.245671,11.202732,Trentino
2363,Egna-Termeno-Trenitalia,46.319099,11.257377,Trentino
2364,Ora-Staz. Fs,46.360988,11.296997,Trentino
2365,Magrè-Cortaccia-Trenitalia,46.2878,11.232462,Trentino
2366,Ora-Staz. Fs,46.360977,11.297556,Trentino
2367,Montagna,46.333022,11.299346,Trentino
2368,Ponte Aldino,46.342952,11.336943,Trentino
2369,Fraveggio Vernisi,46.080553,10.995846,Trentino
2370,S. Michele A/Adige-Sc.Elem.,46.189875,11.134123,Trentino
2371,Pergine-Via S.Pietro Asl,46.063214,11.244425,Trentino
2372,Pergine V.S.Pietro Parch.Curie,46.063434,11.245597,Trentino
2373,"Sabbionara V.Pozza ""Erta""",45.743006,10.967606,Trentino
2374,Sabbionara Via Morielle,45.742358,10.95658,Trentino
2375,Villa Lagarina-Bocciodromo,45.920545,11.031934,Trentino
2376,Morganti-Maso Romina,45.930746,11.224033,Trentino
2377,Ponzolotti,45.73878,11.070717,Trentino
2378,Revedea Sp 79 Civ. 18,46.152755,11.74761,Trentino
2379,Vigolo Baselga-Paese,46.081576,11.044889,Trentino
2380,Sardagna Civ.20,46.073125,11.093575,Trentino
2381,Noriglio Loc. Masi Brenta,45.878437,11.084032,Trentino
2382,Calceranica C.So Alpini Gmp,46.001501,11.245595,Trentino
2383,Levico T. Fraz. Campiello,46.018806,11.353073,Trentino
2384,Madonna di C.-Loc.Paluac,46.205362,10.813257,Trentino
2385,Rocce Rosse-Nuovi Golfi,46.032921,11.049851,Trentino
2386,Passo Cereda Civ 9,46.192639,11.902736,Trentino
2387,Samoclevo-Bivio,46.365038,10.937464,Trentino
2388,Termon Nord,46.270225,11.036673,Trentino
2389,"Ragoli ""Macelleria""",46.051813,10.775661,Trentino
2390,Ziano di Fiemme,46.286803,11.559847,Trentino
2391,"Ragoli ""Croce""",46.054826,10.781588,Trentino
2392,Male' Via Degli Alpini 2,46.353384,10.911173,Trentino
2393,Villini Dell'alpe Via Bolzano,46.418562,11.189165,Trentino
2394,Coredo Via Tavon 42,46.35361,11.088083,Trentino
2395,Coredo Via Trento,46.347117,11.086835,Trentino
2396,Lavarone Civ. 61,45.939297,11.273849,Trentino
2397,Andalo-Bivio Priori,46.177371,11.017823,Trentino
2398,Scanna Civ. 51,46.39474,11.024574,Trentino
2399,Castelfondo Via Dante,46.452674,11.121791,Trentino
2400,"S.Michele ""Fondazione-Mensa""",46.194907,11.135484,Trentino
2401,Cogolo Polo Scolastico,46.347398,10.696837,Trentino
2402,Strigno Via Colle Civ. 6,46.067172,11.519088,Trentino
2403,Mezz.Do Via Perlasca,46.217566,11.093381,Trentino
2404,Sabbionara Via De Gasperi,45.738765,10.952482,Trentino
2405,Gionghi-Polo Scolastico,45.940039,11.268655,Trentino
2406,Tobia-Gionghi,45.940363,11.262785,Trentino
2407,Volano-Loc.Fornaci,45.919376,11.085281,Trentino
2408,Loc.Piaggi Bassi,45.800465,10.976076,Trentino
2409,Molveno Deposito,46.149626,10.980083,Trentino
2410,Levico T. Polo Scolastico,46.013613,11.306296,Trentino
2411,Fucine Scuola Media,46.311137,10.732821,Trentino
2412,Loc. Coveli Civ. 35,46.197725,11.143655,Trentino
2413,Fondo Via Iv Novembre,46.441453,11.130885,Trentino
2414,Ruffre' Maso Rautazzi,46.415401,11.190235,Trentino
2415,Cavareno Via Roen 32,46.403499,11.13958,Trentino
2416,Vervo'-Campanile,46.307458,11.118911,Trentino
2417,Strigno Via Colle Civ. 6,46.067132,11.519255,Trentino
2418,Spiazzo Rend. Colarin Civ. 147,46.109169,10.746097,Trentino
2419,Transacqua-Via Delle Fonti,46.173388,11.829637,Trentino
2420,Masi-Via Micelette Civ. 4,46.281817,11.499278,Trentino
2421,Maso Reigl,45.972251,10.980798,Trentino
2422,Maso Samuele,45.967937,10.979947,Trentino
2423,Maso Del Silvio,45.966582,10.978169,Trentino
2424,Masi-Incrocio Via Zurlon,45.964407,10.97693,Trentino
2425,Masi di Sotto,45.96651,10.973481,Trentino
2426,Coredo Via Zambaroni 12,46.349178,11.088837,Trentino
2427,Torchio Bivio Cogatti,46.091011,11.196991,Trentino
2428,Cogatti,46.093742,11.196814,Trentino
2429,Ossana Scuola Elementare,46.307678,10.739556,Trentino
2430,Portolo Via San Tomaso,46.305005,11.056611,Trentino
2431,Strigno-Staz. Fs,46.051417,11.514739,Trentino
2432,Campitello Hotel Salvan,46.474288,11.738371,Trentino
2433,Rovereto-Fermata Trenitalia,45.890326,11.033848,Trentino
2434,Mori-Trenitalia,45.861249,11.002345,Trentino
2435,Serravalle-Trenitalia,45.808287,11.015221,Trentino
2436,Ala-Trenitalia,45.758925,10.996327,Trentino
2437,Avio-Trenitalia,45.73369,10.956084,Trentino
2438,Borghetto-Trenitalia,45.696733,10.926909,Trentino
2439,Cire' Via Al Dos De La Roda 12,46.074602,11.211547,Trentino
2440,Calavino-Via Battisti Civ 20,46.040787,10.982031,Trentino
2441,"Trento Ss45 ""Scala""",46.077367,11.099788,Trentino
2442,Strigno Fs-Bretella Mag.Brico,46.052374,11.51093,Trentino
2443,Busarel,46.140569,11.77365,Trentino
2444,Tres Via Predaia Inc. V.Tavana,46.32116,11.100643,Trentino
2445,Mezzano-Sc.Elementare,46.156589,11.808298,Trentino
2446,Centa Bv Tiecheri-Frisanchi,45.965305,11.224655,Trentino
2447,S.Marino,45.898196,11.692541,Trentino
2448,Cismon Del Grappa,45.919668,11.729845,Trentino
2449,S.Nazario,45.838414,11.690543,Trentino
2450,S.Marino,45.898916,11.693684,Trentino
2451,Primolano-Staz. Fs,45.965537,11.702529,Trentino
2452,"Zona Industriale""Luxottica"" R",45.865303,11.018505,Trentino
2453,Romagnano Loc.Torricella Sft,45.993002,11.098518,Trentino
2454,Sardagna Civ. 22,46.069494,11.095248,Trentino
2455,Frassilongo-Maso Pinterstoll,46.080381,11.285125,Trentino
2456,Grigno Casearia Monti Trentini,46.0066,11.649479,Trentino
2457,Baitoni-Via Aldo Sette Civ.1,45.813642,10.547148,Trentino
2458,Mezzano-Via Molaren 27,46.160763,11.817176,Trentino
2459,Barbine Sp 239 Km. 0.500,46.157206,11.753751,Trentino
2460,Riva Del G.-Autostaz.,45.893199,10.84536,Trentino
2461,Favrio Civ. 65,45.999625,10.85237,Trentino
2462,Carbonare Via Manzoni,45.934042,11.229041,Trentino
2463,Viote Golfo Sulla Sp85,46.020934,11.041721,Trentino
2464,Cadine Strada di Cadine 5,46.086842,11.069376,Trentino
2465,Trento Port'aquila,46.069468,11.127846,Trentino
2466,Telve di Sopra Via S.Pio X,46.07331,11.471687,Trentino
2467,Cavareno Via Roen 59,46.400524,11.13988,Trentino
2468,Porte Via Al Brentegam,45.880954,11.052888,Trentino
2469,Valmorbia Inc. Dosso/Tezze,45.81736,11.094238,Trentino
2470,Sarnonico Viale S.Lorenzo,46.41914,11.140621,Trentino
2471,Dambel-Loc. Casette,46.409037,11.102598,Trentino
2472,Baitoni-V. Aldo Sette Civ.1,45.812946,10.54664,Trentino
2473,Viale Industria Amnu,46.06869,11.233669,Trentino
2474,Sabbionara V.Pozza Civ. 6,45.743209,10.962574,Trentino
2475,Marcena-Sp 6,46.442657,11.011781,Trentino
2476,Molveno-V.Nazionale,46.141903,10.96397,Trentino
2477,Ortise' C/O Accesso Nord Paese,46.328622,10.784458,Trentino
2478,Molina di F. Via Weber/Rive,46.273245,11.422091,Trentino
2479,Condino Sp123 Stab. Illen,45.896219,10.606777,Trentino
2480,Aldeno Viale Europa,45.982499,11.093577,Trentino
2481,Aldeno Via Del Perer,45.979714,11.093802,Trentino
2482,Serrada Via Pasubio,45.888656,11.153267,Trentino
2483,Rocca,45.753211,11.026403,Trentino
2484,Speccheri Sp 219 Km 1.100,45.774515,11.122088,Trentino
2485,Stenico-Loc. Ca' Bianca,46.052009,10.871107,Trentino
2486,Castello-Bivio di Stavel,46.321462,10.782419,Trentino
2487,Ronzo Chienis-V.Pra Da Le Ri,45.891098,10.949604,Trentino
2488,Lasino Sp 84 Viale San Pietro,46.020354,10.982115,Trentino
2489,Fai Paganella,46.175419,11.068629,Trentino
2490,Malgolo Piazza De Betta,46.378987,11.091222,Trentino
2491,Valle S.Felice-Cimitero,45.867916,10.939903,Trentino
2492,Manzano-Bivio,45.864482,10.950219,Trentino
2493,Pian Del Gac Civ. 25,46.133574,11.205894,Trentino
2494,Massone Via Cappuccini,45.920536,10.901733,Trentino
2495,"Ceole ""Cementificio""",45.909601,10.855213,Trentino
2496,Riva Del G. Via Oleandri,45.899603,10.844528,Trentino
2497,Cismon Del Grappa-Staz. Fs,45.919591,11.729686,Trentino
2498,S.Marino-Staz. Fs,45.899682,11.693992,Trentino
2499,Carpanè-Staz. Fs,45.86002,11.661195,Trentino
2500,S.Nazario-Staz. Fs,45.839698,11.68799,Trentino
2501,Solagna-Staz. Fs,45.815553,11.721235,Trentino
2502,Bassano Del Grappa-Staz. Fs,45.766712,11.741647,Trentino
2503,Zortea Bar Bellavista,46.163631,11.753061,Trentino
2504,Tassullo Strada Quattro Ville,46.339649,11.052427,Trentino
2505,"Ampola ""Parch. Biotopo""",45.872716,10.652963,Trentino
2506,Tres Loc.Bonifica,46.321236,11.082239,Trentino
2507,Terlago Via Omigo,46.097912,11.047912,Trentino
2508,Sabbionara-P.Za Conciliazione,45.740126,10.953404,Trentino
2509,Hacleri-Maso Markl,46.121313,11.33903,Trentino
2510,Via S.Pietro 82-Villa Rosa,46.065064,11.248728,Trentino
2511,Taio Via Roma,46.313915,11.070557,Trentino
2512,Regnana Alta,46.151195,11.310705,Trentino
2513,Sporminore Civ. 86,46.238268,11.027409,Trentino
2514,Sanzeno Civ. 61,46.368682,11.078425,Trentino
2515,Rovereto Via Savioli,45.892086,11.037431,Trentino
2516,Romeno Scuola Elementare,46.393307,11.117602,Trentino
