name,latitude,longitude,city,id
Lago di Tesero,46.281742,11.515787,Trentino,bus_stop819
Lago-Mobilif. De Pal,46.283987,11.521967,Trentino,bus_stop820
Daino,46.023308,10.943757,Trentino,bus_stop821
Baselga di Pinè Monum.,46.130952,11.246443,Trentino,bus_stop822
Miola,46.126783,11.246519,Trentino,bus_stop823
Miola-St. Ghiaccio,46.125425,11.253582,Trentino,bus_stop824
Faida-Rauta,46.112841,11.253839,Trentino,bus_stop825
Faida,46.10969,11.251612,Trentino,bus_stop826
Canzolino,46.083701,11.221502,Trentino,bus_stop827
Canzolino-Hotel Miralago,46.082623,11.230438,Trentino,bus_stop828
Canzolino Bivio Buss,46.084556,11.230762,Trentino,bus_stop829
Riposo,46.084494,11.236934,Trentino,bus_stop830
Montagnaga,46.098614,11.236067,Trentino,bus_stop831
Valt,46.106818,11.236564,Trentino,bus_stop832
Ferrari-Hotel Scoiattolo,46.111814,11.234194,Trentino,bus_stop833
Ferrari,46.121679,11.239941,Trentino,bus_stop834
Miola-Bivio Ferrari/Miola,46.124924,11.243141,Trentino,bus_stop835
Mazzanigo,46.103798,11.188916,Trentino,bus_stop836
S.Agnese,46.106122,11.183914,Trentino,bus_stop837
Campo Lomaso,46.024031,10.865605,Trentino,bus_stop838
Campo Lomaso Ii,46.021897,10.866742,Trentino,bus_stop839
Vigo Lomaso,46.013209,10.869077,Trentino,bus_stop840
Dasindo,46.011734,10.860499,Trentino,bus_stop841
Stumiaga,46.007006,10.849004,Trentino,bus_stop842
Fiavè-Caseificio,46.001943,10.846002,Trentino,bus_stop843
Fiave',46.004318,10.842155,Trentino,bus_stop844
Fiavè-Bar Aurora,46.001174,10.840935,Trentino,bus_stop845
Torbiera,45.992445,10.838006,Trentino,bus_stop846
Fiavè Pineta,45.988123,10.833075,Trentino,bus_stop847
Ballino,45.965502,10.811511,Trentino,bus_stop848
Lago di Tenno,45.93539,10.811878,Trentino,bus_stop849
Ville Del Monte,45.930258,10.82241,Trentino,bus_stop850
Ville Del Monte I,45.927398,10.825672,Trentino,bus_stop851
Tenno,45.921138,10.831296,Trentino,bus_stop852
Tenno-Rist. Alla Croce,45.91808,10.832839,Trentino,bus_stop853
Cologna-Alb.Panorama,45.915367,10.847092,Trentino,bus_stop854
Cologna,45.914858,10.842364,Trentino,bus_stop855
Cologna-Belvedere,45.91396,10.841414,Trentino,bus_stop856
Gavazzo,45.912491,10.840953,Trentino,bus_stop857
Gardolo Zona Ind.Le,46.105317,11.100604,Trentino,bus_stop858
Trento Ospedale S.Chiara,46.058154,11.132916,Trentino,bus_stop859
Trento Osp. S.Chiara,46.058155,11.131195,Trentino,bus_stop860
Trento Ospedale S.Camillo,46.065483,11.131823,Trentino,bus_stop861
Trento P.Zza Venezia,46.067676,11.126898,Trentino,bus_stop862
Trento Via Barbacovi,46.064482,11.129754,Trentino,bus_stop863
Trento Via M.Baldo,46.057537,11.117434,Trentino,bus_stop864
Varone Alberello,45.907213,10.840332,Trentino,bus_stop865
Varone Via Ballino 14,45.904368,10.842055,Trentino,bus_stop866
Varone-Sc.Alberghiera,45.901914,10.844089,Trentino,bus_stop867
Albola,45.897665,10.844128,Trentino,bus_stop868
Riva D/Garda V.Le Dei Tigli 21,45.892365,10.842947,Trentino,bus_stop869
Varone Sc.Alberghiera,45.901569,10.844309,Trentino,bus_stop870
Varone Cascata,45.911836,10.837196,Trentino,bus_stop871
Cologna-Alb.Panorama,45.915415,10.847129,Trentino,bus_stop872
Ballino,45.965775,10.811607,Trentino,bus_stop873
Torbiera,45.992713,10.838521,Trentino,bus_stop874
Fiavè-Bar Aurora,46.001312,10.841012,Trentino,bus_stop875
Fiave',46.004254,10.842192,Trentino,bus_stop876
Fiavè-Caseificio,46.002205,10.845754,Trentino,bus_stop877
Stumiaga,46.007379,10.849191,Trentino,bus_stop878
Dasindo,46.011618,10.860456,Trentino,bus_stop879
Vigo Lomaso,46.013241,10.869088,Trentino,bus_stop880
Campo Lomaso Ii,46.021556,10.86682,Trentino,bus_stop881
Campo Lomaso,46.023679,10.865721,Trentino,bus_stop882
Cares,46.03289,10.863774,Trentino,bus_stop883
Comighello,46.030953,10.851465,Trentino,bus_stop884
Sesto Bivio,46.031422,10.846945,Trentino,bus_stop885
Villa di Bleggio,46.029306,10.841951,Trentino,bus_stop886
Santa Croce,46.02447,10.838767,Trentino,bus_stop887
Madice,46.023864,10.832001,Trentino,bus_stop888
Marcè Bivio,46.01926,10.823812,Trentino,bus_stop889
Cavrasto,46.017078,10.819853,Trentino,bus_stop890
Balbido,46.01486,10.811036,Trentino,bus_stop891
Rango,46.018186,10.81183,Trentino,bus_stop892
Cavaione,46.022569,10.819802,Trentino,bus_stop893
Marazzone,46.026892,10.820733,Trentino,bus_stop894
Larido,46.02869,10.823712,Trentino,bus_stop895
Bivedo,46.028737,10.826648,Trentino,bus_stop896
Tione-Hotel Milano,46.029135,10.72374,Trentino,bus_stop897
Polin,46.026823,10.720089,Trentino,bus_stop898
Breguzzo-Loc. Petò,46.018712,10.711182,Trentino,bus_stop899
Breguzzo-Corè,46.014462,10.707679,Trentino,bus_stop900
Breguzzo,46.009293,10.699434,Trentino,bus_stop901
Breguzzo-Hotel Carlone,46.006213,10.697764,Trentino,bus_stop902
Bondo,46.000241,10.692875,Trentino,bus_stop903
Pra' di Bondo,45.996291,10.690679,Trentino,bus_stop904
Prà di Bondo-Falegnameria,45.990777,10.68558,Trentino,bus_stop905
Roncone,45.983561,10.670694,Trentino,bus_stop906
Fontanedo,45.979181,10.666826,Trentino,bus_stop907
Lardaro,45.96938,10.660892,Trentino,bus_stop908
Forti di Lardaro,45.962752,10.658038,Trentino,bus_stop909
Strada,45.944283,10.642771,Trentino,bus_stop910
Pieve di Bono,45.938969,10.638638,Trentino,bus_stop911
Agrone,45.954528,10.650078,Trentino,bus_stop912
Pieve di Bono-Tratt.Borel,45.935768,10.639059,Trentino,bus_stop913
Cologna di P.Bono,45.931354,10.637449,Trentino,bus_stop914
Cimego-Centrale Enel,45.924617,10.632708,Trentino,bus_stop915
Ponte Cimego,45.915355,10.621384,Trentino,bus_stop916
Cimego,45.911925,10.6144,Trentino,bus_stop917
Cimego Quartinago,45.91062,10.611835,Trentino,bus_stop918
Cimego-Bar Porte,45.904467,10.608408,Trentino,bus_stop919
Condino-Alb.Condino,45.891405,10.60156,Trentino,bus_stop920
Condino,45.88902,10.59961,Trentino,bus_stop921
Condino-Case Itea,45.884991,10.596494,Trentino,bus_stop922
Condino-Cartiere,45.880387,10.592588,Trentino,bus_stop923
Condino-Carpenteria,45.874622,10.588411,Trentino,bus_stop924
Ca' Rossa-Difr.Bar Ristoro,45.854843,10.566903,Trentino,bus_stop925
Storo-Hotel Al Melograno,45.850409,10.57488,Trentino,bus_stop926
Storo,45.848807,10.578087,Trentino,bus_stop927
Storo-Al Melograno,45.85017,10.575221,Trentino,bus_stop928
Ca' Rossa,45.852439,10.565999,Trentino,bus_stop929
Darzo-Stork Club,45.849191,10.55967,Trentino,bus_stop930
Darzo,45.841239,10.549703,Trentino,bus_stop931
Darzo-Zona Ind.Le,45.834352,10.542858,Trentino,bus_stop932
Lodrone,45.829191,10.535457,Trentino,bus_stop933
Ponte Caffaro Bivio,45.825167,10.530744,Trentino,bus_stop934
Ponte Caffaro-Mobilif.,45.820922,10.539249,Trentino,bus_stop935
Ponte Caffaro-Pescicoltura,45.81788,10.543906,Trentino,bus_stop936
Baitoni-Via Lago,45.810326,10.54338,Trentino,bus_stop937
Baitoni,45.808721,10.539589,Trentino,bus_stop938
Tione-Hotel Milano,46.029264,10.724132,Trentino,bus_stop939
Polin,46.026805,10.720062,Trentino,bus_stop940
Breguzzo,46.009867,10.7002,Trentino,bus_stop941
Breguzzo-Hotel Carlone,46.006441,10.697512,Trentino,bus_stop942
Bondo,46.0,10.692831,Trentino,bus_stop943
Prà di Bondo,45.996468,10.690918,Trentino,bus_stop944
Roncone,45.984558,10.67208,Trentino,bus_stop945
Fontanedo,45.978897,10.666772,Trentino,bus_stop946
Lardaro,45.969769,10.661089,Trentino,bus_stop947
Forti di Lardaro,45.963003,10.658391,Trentino,bus_stop948
Agrone,45.954732,10.650272,Trentino,bus_stop949
Strada,45.944012,10.642639,Trentino,bus_stop950
Pieve di Bono-Tratt.Borel,45.935705,10.63907,Trentino,bus_stop951
Cologna di P.Bono,45.931271,10.637534,Trentino,bus_stop952
Condino-Alb.Condino,45.891387,10.601534,Trentino,bus_stop953
Condino-Albergo Corona.,45.888993,10.599609,Trentino,bus_stop954
Condino-Case Itea,45.885118,10.596701,Trentino,bus_stop955
Condino-Cartiere,45.880369,10.592621,Trentino,bus_stop956
Storo-Hotel Al Melograno,45.850361,10.575059,Trentino,bus_stop957
Storo,45.848887,10.57816,Trentino,bus_stop958
Darzo,45.84229,10.550493,Trentino,bus_stop959
Darzo-Zona Ind.Le,45.834079,10.542729,Trentino,bus_stop960
Lodrone,45.829322,10.5357,Trentino,bus_stop961
Ponte Caffaro-Mobilif.,45.821141,10.538883,Trentino,bus_stop962
Poia,46.028667,10.880069,Trentino,bus_stop963
Godenzo,46.028751,10.883204,Trentino,bus_stop964
Comano,46.034769,10.89102,Trentino,bus_stop965
Godenzo,46.028886,10.883222,Trentino,bus_stop966
Poia,46.028479,10.880065,Trentino,bus_stop967
Lundo,46.012779,10.884052,Trentino,bus_stop968
Villa Banale,46.046349,10.887434,Trentino,bus_stop969
Premione-Via di Pestelan,46.047642,10.88049,Trentino,bus_stop970
Premione,46.048272,10.874199,Trentino,bus_stop971
Stenico-Scuola,46.04986,10.856621,Trentino,bus_stop972
Stenico,46.05197,10.853877,Trentino,bus_stop973
Stenico-Case Nuove,46.052156,10.861016,Trentino,bus_stop974
Stenico-Dologno,46.053473,10.873473,Trentino,bus_stop975
Dos Doa,46.054273,10.89755,Trentino,bus_stop976
Seo,46.057109,10.872921,Trentino,bus_stop977
Sclemo-Via Dei Caputel,46.053619,10.879383,Trentino,bus_stop978
Sclemo,46.055963,10.884039,Trentino,bus_stop979
Tavodo,46.066323,10.892201,Trentino,bus_stop980
Tavodo-S.Provinciale,46.064889,10.892126,Trentino,bus_stop981
Dorsino,46.073365,10.896856,Trentino,bus_stop982
S.Lorenzo In Banale,46.076503,10.907302,Trentino,bus_stop983
S.Lorenzo-Chiesa,46.076671,10.909366,Trentino,bus_stop984
Lago Nembia,46.096096,10.932583,Trentino,bus_stop985
Lago Nembia-Casa Enel,46.107358,10.943024,Trentino,bus_stop986
Molveno-Centro,46.14242,10.963756,Trentino,bus_stop987
Molveno,46.140431,10.963724,Trentino,bus_stop988
Molveno-Hotel Du Lac,46.141236,10.965604,Trentino,bus_stop989
Molveno-Grand Hotel,46.134067,10.969556,Trentino,bus_stop990
Lago Nembia,46.095952,10.933321,Trentino,bus_stop991
S.Lorenzo In Banale,46.076385,10.907679,Trentino,bus_stop992
Tavodo-Incr.S.P.,46.06476,10.892031,Trentino,bus_stop993
Sclemo,46.055895,10.884204,Trentino,bus_stop994
Sclemo-Via Dei Caputel,46.053762,10.879426,Trentino,bus_stop995
Dos Doa,46.054075,10.897268,Trentino,bus_stop996
Stenico-Dologno,46.05348,10.873595,Trentino,bus_stop997
Stenico-Case Nuove,46.052286,10.860167,Trentino,bus_stop998
Stenico,46.051868,10.853803,Trentino,bus_stop999
Premione,46.048262,10.874062,Trentino,bus_stop1000
Villa Banale,46.046301,10.887084,Trentino,bus_stop1001
Castel Condino,45.91632,10.602714,Trentino,bus_stop1002
Bersone,45.944015,10.633505,Trentino,bus_stop1003
Praso,45.949535,10.637414,Trentino,bus_stop1004
Daone,45.947372,10.621183,Trentino,bus_stop1005
Castelnuovo-Zanzibar,46.060202,11.490308,Trentino,bus_stop1006
Carzano,46.069841,11.493612,Trentino,bus_stop1007
Scurelle-Via Murazzo,46.069128,11.498022,Trentino,bus_stop1008
Strigno-Loc.Colle,46.067463,11.516069,Trentino,bus_stop1009
Spera,46.070412,11.508852,Trentino,bus_stop1010
Strigno-Loc. Colle,46.067494,11.515868,Trentino,bus_stop1011
Samone,46.081222,11.52194,Trentino,bus_stop1012
Riva Del G.-Bivio Val Ledro,45.894755,10.842614,Trentino,bus_stop1013
Pregasina Bivio,45.864433,10.812753,Trentino,bus_stop1014
Pregasina,45.851215,10.824946,Trentino,bus_stop1015
Biacesa,45.865049,10.805388,Trentino,bus_stop1016
Prè,45.866332,10.788168,Trentino,bus_stop1017
Barcesino,45.870892,10.781511,Trentino,bus_stop1018
Molina di Ledro,45.871761,10.772215,Trentino,bus_stop1019
Molina di Ledro-Lago,45.873682,10.766712,Trentino,bus_stop1020
Mezzolago,45.881039,10.750446,Trentino,bus_stop1021
Pieve di Ledro,45.889221,10.730941,Trentino,bus_stop1022
Bezzecca-Vigili Del Fuoco,45.893203,10.723837,Trentino,bus_stop1023
Bezzecca-Scuole,45.894713,10.720104,Trentino,bus_stop1024
Locca,45.900292,10.72551,Trentino,bus_stop1025
Enguiso,45.905794,10.729219,Trentino,bus_stop1026
Lenzumo,45.912385,10.726404,Trentino,bus_stop1027
Lenzumo-Bar Taverna,45.913164,10.72846,Trentino,bus_stop1028
Enguiso,45.906,10.729023,Trentino,bus_stop1029
Locca,45.900427,10.725553,Trentino,bus_stop1030
Tiarno di Sotto-Bivio,45.893014,10.705842,Trentino,bus_stop1031
Tiarno di Sotto,45.893419,10.68673,Trentino,bus_stop1032
Tiarno di Sotto-Garage,45.892869,10.680696,Trentino,bus_stop1033
Tiarno di Sopra-Cooperativa,45.891253,10.674897,Trentino,bus_stop1034
Tiarno di Sopra,45.889929,10.671905,Trentino,bus_stop1035
Tiarno di Sopra-Mariani,45.882517,10.666038,Trentino,bus_stop1036
Ampola Agritur,45.875781,10.658551,Trentino,bus_stop1037
Tremalzo Bivio,45.86406,10.645286,Trentino,bus_stop1038
Storo Strada V.Di Ledro Civ.7,45.846511,10.582364,Trentino,bus_stop1039
Tiarno di Sopra-Mariani,45.882639,10.666287,Trentino,bus_stop1040
Tiarno di Sopra,45.890019,10.671908,Trentino,bus_stop1041
Mezzolago,45.880745,10.750804,Trentino,bus_stop1042
Molina di Ledro-Lago,45.873879,10.766534,Trentino,bus_stop1043
Molina di Ledro,45.871873,10.771779,Trentino,bus_stop1044
Barcesino,45.871071,10.779829,Trentino,bus_stop1045
Biacesa,45.864938,10.80495,Trentino,bus_stop1046
Tiarno di Sopra-Cooperativa,45.891119,10.674815,Trentino,bus_stop1047
Padergnone Bivio,46.060261,10.992515,Trentino,bus_stop1048
Calavino,46.045571,10.98281,Trentino,bus_stop1049
Calavino-Via Battisti,46.04142,10.982351,Trentino,bus_stop1050
Madruzzo Bivio,46.033912,10.981411,Trentino,bus_stop1051
Lasino-Pizzeria 4 Stagioni,46.024861,10.981216,Trentino,bus_stop1052
Lasino-Piazza,46.023488,10.983346,Trentino,bus_stop1053
Stravino-Loc.Berlonga,46.007748,10.981169,Trentino,bus_stop1054
Stravino,46.003193,10.98043,Trentino,bus_stop1055
Cavedine-Telsar S.P.A.,45.997601,10.977439,Trentino,bus_stop1056
Cavedine,45.99391,10.973345,Trentino,bus_stop1057
Brusino,45.985835,10.975989,Trentino,bus_stop1058
Cavedine-Loc.Mai,45.984137,10.977891,Trentino,bus_stop1059
Vigo Cavedine Bivio,45.978039,10.97766,Trentino,bus_stop1060
Vigo Cavedine,45.978967,10.981218,Trentino,bus_stop1061
Vigo Cavedine Bivio,45.977948,10.977722,Trentino,bus_stop1062
Masi di Vigo Cavedine-Bivio,45.972584,10.974058,Trentino,bus_stop1063
Luch,45.96582,10.962326,Trentino,bus_stop1064
Drena,45.971088,10.944496,Trentino,bus_stop1065
Lavini di Dro,45.972772,10.934372,Trentino,bus_stop1066
Centrale di Drena,45.967116,10.928189,Trentino,bus_stop1067
Arco Via Capitelli,45.919118,10.880277,Trentino,bus_stop1068
Arco Ospedale,45.918801,10.876024,Trentino,bus_stop1069
Chiarano,45.918883,10.869411,Trentino,bus_stop1070
Vigne,45.919723,10.865351,Trentino,bus_stop1071
Varignano,45.918307,10.861654,Trentino,bus_stop1072
Ceole-Madonna Grazie,45.913915,10.857781,Trentino,bus_stop1073
Pasina Bivio,45.905638,10.851483,Trentino,bus_stop1074
Arco Ospedale,45.918838,10.875973,Trentino,bus_stop1075
Mattarello-Ex St.Vestimenta,46.000537,11.12617,Trentino,bus_stop1076
Mattarello-Ss 12,46.010332,11.128948,Trentino,bus_stop1077
Romagnano-Sp 131 Km 2,46.00935,11.119326,Trentino,bus_stop1078
Romagnano-Sp131 Km 1,46.012418,11.106719,Trentino,bus_stop1079
Romagnano-Cava Lonardi,46.007833,11.107917,Trentino,bus_stop1080
Romagnano-Sp 90 Km 20,46.002046,11.104935,Trentino,bus_stop1081
Aldeno-Maso Toricella,45.991309,11.097813,Trentino,bus_stop1082
Aldeno-Cimitero,45.982519,11.09248,Trentino,bus_stop1083
Aldeno,45.976959,11.091823,Trentino,bus_stop1084
Trento-Via S.Severino Dif. 127,46.051021,11.111587,Trentino,bus_stop1085
Ravina-Via Del Ponte,46.042891,11.111776,Trentino,bus_stop1086
Ravina Bivio,46.037617,11.114121,Trentino,bus_stop1087
Romagnano Bivio,46.014855,11.106838,Trentino,bus_stop1088
Aldeno-Loc. Dossi,45.973211,11.085159,Trentino,bus_stop1089
Aldeno-Loc. Ciausa,45.975689,11.083535,Trentino,bus_stop1090
S. Giorgio di Cimone,45.975508,11.079655,Trentino,bus_stop1091
Covelo di Cimone,45.979308,11.070636,Trentino,bus_stop1092
Covelo-Fam Cooperativa,45.97846,11.06776,Trentino,bus_stop1093
Cimone-Loc. Battistoni,45.977955,11.064836,Trentino,bus_stop1094
Cimone,45.978318,11.066139,Trentino,bus_stop1095
Cimone-Bivio Pietra,45.981119,11.068556,Trentino,bus_stop1096
Cimoneri,45.984459,11.072221,Trentino,bus_stop1097
Gazi,45.98325,11.075581,Trentino,bus_stop1098
Garniga Terme-Loc. Zobbio,45.990055,11.08348,Trentino,bus_stop1099
Garniga Terme,46.001406,11.085869,Trentino,bus_stop1100
Garniga-Piazza Lago,46.004809,11.085837,Trentino,bus_stop1101
Garniga Vecchia-Case di Sotto,46.012363,11.078789,Trentino,bus_stop1102
Garniga Vecchia,46.013523,11.083561,Trentino,bus_stop1103
Romagnano Bivio,46.016038,11.107802,Trentino,bus_stop1104
Ravina Bivio,46.037512,11.114093,Trentino,bus_stop1105
Trento-Tangenziale,46.047754,11.113561,Trentino,bus_stop1106
Serso,46.074834,11.253089,Trentino,bus_stop1107
Viarago Via Delle Miniere,46.082001,11.268848,Trentino,bus_stop1108
Viarago,46.079812,11.262165,Trentino,bus_stop1109
Trento V. S.Francesco,46.067015,11.126392,Trentino,bus_stop1110
Trento Piazza Vicenza,46.062178,11.132901,Trentino,bus_stop1111
Cernidor,46.047893,11.137539,Trentino,bus_stop1112
S.Rocco,46.035389,11.145806,Trentino,bus_stop1113
S.Rocco-Maso,46.026388,11.145845,Trentino,bus_stop1114
Pianizza,46.017145,11.144854,Trentino,bus_stop1115
Valsorda,46.007837,11.156881,Trentino,bus_stop1116
"Valsorda ""Loc. Brusafer""",46.006315,11.16359,Trentino,bus_stop1117
V.Vattaro Loc.Ca' De Ronc,46.006519,11.170405,Trentino,bus_stop1118
V.Vattaro-Difr.Civ.10B,46.005904,11.19084,Trentino,bus_stop1119
Vigolo Vattaro,46.003943,11.195916,Trentino,bus_stop1120
Bosentino-Loc.Mandola,46.000373,11.216258,Trentino,bus_stop1121
Bosentino,46.001471,11.223212,Trentino,bus_stop1122
Bosentino-Loc.Mandola,46.000566,11.216059,Trentino,bus_stop1123
V.Vattaro-Stab.Chindet,45.999035,11.205421,Trentino,bus_stop1124
Vattaro,45.992589,11.218982,Trentino,bus_stop1125
Vattaro-Civ.80,45.990024,11.21897,Trentino,bus_stop1126
Campregheri Bivio,45.984609,11.232633,Trentino,bus_stop1127
Pian Dei Pradi,45.979044,11.237366,Trentino,bus_stop1128
Centa,45.969511,11.232839,Trentino,bus_stop1129
Centa Bivio,45.967432,11.226831,Trentino,bus_stop1130
Centa-Bivio M.Cioli,45.963372,11.220882,Trentino,bus_stop1131
Menegoi,45.952789,11.214269,Trentino,bus_stop1132
Fricca,45.949416,11.209038,Trentino,bus_stop1133
Carbonare,45.93444,11.226632,Trentino,bus_stop1134
Nosellari-Alb. Al Bivio,45.931382,11.244893,Trentino,bus_stop1135
Nosellari,45.929511,11.249884,Trentino,bus_stop1136
Dazio,45.928454,11.256432,Trentino,bus_stop1137
Pra di Sopra,45.930932,11.250609,Trentino,bus_stop1138
Lago di Lavarone,45.933982,11.255934,Trentino,bus_stop1139
Lavarone-Hotel Du Lac,45.937155,11.255224,Trentino,bus_stop1140
Lavarone Chiesa,45.941014,11.251665,Trentino,bus_stop1141
Lanzino,45.947306,11.250759,Trentino,bus_stop1142
Stengheli,45.949562,11.258656,Trentino,bus_stop1143
Bertoldi,45.950405,11.263147,Trentino,bus_stop1144
Azzolini,45.942712,11.265035,Trentino,bus_stop1145
Gionghi,45.940721,11.269663,Trentino,bus_stop1146
Lavarone Cappella,45.936709,11.275433,Trentino,bus_stop1147
Gasperi,45.940597,11.276804,Trentino,bus_stop1148
Casanova,45.941233,11.27966,Trentino,bus_stop1149
Masetti Bivio,45.954258,11.294437,Trentino,bus_stop1150
Monterovere,45.960662,11.29738,Trentino,bus_stop1151
Luserna-Sp.9,45.924892,11.317931,Trentino,bus_stop1152
Luserna,45.921654,11.32425,Trentino,bus_stop1153
Nosellari,45.929642,11.249469,Trentino,bus_stop1154
Nosellari-Alb. Al Bivio,45.931477,11.24482,Trentino,bus_stop1155
Trento Via Milano,46.060801,11.12756,Trentino,bus_stop1156
Maso Uez,45.97296,11.233212,Trentino,bus_stop1157
S.Cristoforo-Ht.Meridiana,46.039519,11.242428,Trentino,bus_stop1158
Ischia di Pergine,46.033155,11.24772,Trentino,bus_stop1159
Alberè-Maso Roveri,46.031614,11.251896,Trentino,bus_stop1160
Alberè di Tenna,46.029542,11.25565,Trentino,bus_stop1161
Tenna-Bivio Pontara Serafini,46.023292,11.261977,Trentino,bus_stop1162
Tenna-Sp 16 Al Km 4,46.017114,11.266267,Trentino,bus_stop1163
Tenna,46.012781,11.266693,Trentino,bus_stop1164
Rovereto Via Paoli,45.89115,11.039961,Trentino,bus_stop1165
Rovereto Via Craffonara,45.886591,11.034167,Trentino,bus_stop1166
Rovereto Via Calcinari,45.886539,11.044665,Trentino,bus_stop1167
Rovereto-Ex Cartiera Ati,45.887115,11.05065,Trentino,bus_stop1168
Rovereto-Rist. S.Colombano,45.88532,11.059866,Trentino,bus_stop1169
Trattoria Genovesa,45.882615,11.062598,Trentino,bus_stop1170
Toldo-Sp 50 Km 0.2 Balanzi,45.877319,11.065782,Trentino,bus_stop1171
Toldo,45.875509,11.068765,Trentino,bus_stop1172
Toldo-Loc. Auga,45.874366,11.069822,Trentino,bus_stop1173
Moscheri,45.868419,11.073187,Trentino,bus_stop1174
Clocchi,45.866543,11.07386,Trentino,bus_stop1175
Barde,45.862599,11.075465,Trentino,bus_stop1176
Vignala,45.861927,11.082474,Trentino,bus_stop1177
Boccaldo,45.857706,11.085125,Trentino,bus_stop1178
Boccaldo Alta,45.857139,11.088105,Trentino,bus_stop1179
Giazzera Bivio,45.861604,11.087084,Trentino,bus_stop1180
Pozza di Trambileno,45.863266,11.085268,Trentino,bus_stop1181
Boccaldo Alta,45.857598,11.087985,Trentino,bus_stop1182
Boccaldo R,45.857758,11.085256,Trentino,bus_stop1183
Vanza Vn,45.854587,11.078516,Trentino,bus_stop1184
Vanza,45.852887,11.077951,Trentino,bus_stop1185
Vanza-Civ. 82,45.851556,11.077386,Trentino,bus_stop1186
Vanza-Bivio Pozzacchio,45.846393,11.075714,Trentino,bus_stop1187
Pozzacchio,45.834587,11.08296,Trentino,bus_stop1188
Rovereto-Ospedale,45.881832,11.038061,Trentino,bus_stop1189
Lizzana-Scuole,45.870015,11.030929,Trentino,bus_stop1190
Lizzana,45.866873,11.03068,Trentino,bus_stop1191
Lizzana-Rovercenter,45.864519,11.029205,Trentino,bus_stop1192
Marco-Lavini,45.853419,11.014571,Trentino,bus_stop1193
Marco-Officina,45.843877,11.008603,Trentino,bus_stop1194
Marco,45.84183,11.007727,Trentino,bus_stop1195
Marco-Via Varini,45.836853,11.010999,Trentino,bus_stop1196
Marco-Zona Ind.Le,45.825549,11.01072,Trentino,bus_stop1197
Serravalle,45.809259,11.014915,Trentino,bus_stop1198
S.Margherita Via Trento/Vanga,45.800294,11.023362,Trentino,bus_stop1199
S.Margherita,45.796906,11.024863,Trentino,bus_stop1200
Marani-Loc.Cumer,45.785014,11.018627,Trentino,bus_stop1201
Marani,45.780826,11.015698,Trentino,bus_stop1202
Marani-Via Campagnole,45.773439,11.011444,Trentino,bus_stop1203
Marani-Fabbrica Bvm,45.773678,11.012687,Trentino,bus_stop1204
Marani-Centrale Elettrica,45.769788,11.010219,Trentino,bus_stop1205
Pilcante Bivio,45.762313,11.004846,Trentino,bus_stop1206
Ala Via Malfatti,45.758398,11.000745,Trentino,bus_stop1207
Ala-Ospedale Bivio,45.75679,10.999016,Trentino,bus_stop1208
Sdruzzinà-Loc.Campagnola,45.742707,10.980734,Trentino,bus_stop1209
Sdruzzinà,45.740832,10.97728,Trentino,bus_stop1210
Vò Sinistro,45.735022,10.959228,Trentino,bus_stop1211
Sabbionara,45.740018,10.957603,Trentino,bus_stop1212
Avio-Carabinieri,45.736954,10.9465,Trentino,bus_stop1213
Avio,45.735489,10.942933,Trentino,bus_stop1214
Avio-Cantina Sociale,45.732037,10.938469,Trentino,bus_stop1215
Avio Via M.Baldo,45.731592,10.934435,Trentino,bus_stop1216
Avio-Cantina Sociale,45.732198,10.939079,Trentino,bus_stop1217
Avio-Zona Ind.Le,45.730364,10.939478,Trentino,bus_stop1218
Avio-Loc.Dazio,45.711911,10.926737,Trentino,bus_stop1219
Mama D'avio,45.704726,10.92175,Trentino,bus_stop1220
Mama D'avio di Sotto,45.700607,10.918679,Trentino,bus_stop1221
Borghetto,45.697001,10.925942,Trentino,bus_stop1222
Borghetto-Cavalcaferr.,45.699086,10.928925,Trentino,bus_stop1223
S.Leonardo,45.704662,10.93099,Trentino,bus_stop1224
Masi D'avio,45.712332,10.936854,Trentino,bus_stop1225
Rovereto-Via Cavour,45.887281,11.03455,Trentino,bus_stop1226
Calliano-Bivio Folgaria,45.93318,11.096303,Trentino,bus_stop1227
Dietrobeseno,45.927046,11.118482,Trentino,bus_stop1228
Mezzomonte di Sotto,45.916957,11.134877,Trentino,bus_stop1229
Mezzomonte,45.916422,11.138918,Trentino,bus_stop1230
Peneri,45.918996,11.145345,Trentino,bus_stop1231
Carpeneda,45.912806,11.156999,Trentino,bus_stop1232
Folgaria-Ortofr.Bolognani,45.918965,11.157831,Trentino,bus_stop1233
Folgaria Via 25 Aprile,45.918634,11.162219,Trentino,bus_stop1234
Folgaria-Via Battisti,45.917297,11.166763,Trentino,bus_stop1235
Costa-Hotel Garden,45.918748,11.186271,Trentino,bus_stop1236
Costa di Folgaria,45.92018,11.188636,Trentino,bus_stop1237
Bivio Nocchi,45.919068,11.198432,Trentino,bus_stop1238
Passo Del Sommo,45.919567,11.205944,Trentino,bus_stop1239
S.Sebastiano,45.925011,11.212054,Trentino,bus_stop1240
S.Sebastiano-Sez.Cacciatori,45.925469,11.214884,Trentino,bus_stop1241
Bivio Cueli,45.923765,11.216201,Trentino,bus_stop1242
Morganti,45.92936,11.221269,Trentino,bus_stop1243
Morganti,45.929175,11.22099,Trentino,bus_stop1244
Costa-Difr.Garden Hotel,45.918768,11.186156,Trentino,bus_stop1245
Costa di Folgaria,45.920369,11.189056,Trentino,bus_stop1246
